ID,Name,Category,Price,count In Stock,rating,Sold,Description
670a9ef393162c228c23e352,Apple Mac Pro,Thiết bị điện tử,650000000,999,5,1,"Apple Mac Pro là máy tính để bàn mạnh mẽ dành cho các chuyên gia sáng tạo và lập trình viên, nổi bật với thiết kế mô-đun linh hoạt cho phép người dùng tùy chỉnh và nâng cấp phần cứng dễ dàng. Được trang bị bộ vi xử lý Intel Xeon với khả năng xử lý nhiều lõi, Mac Pro mang đến hiệu suất vượt trội cho các tác vụ nặng như dựng phim, thiết kế 3D và xử lý dữ liệu lớn. Màn hình Retina 6K với độ chính xác màu cao giúp tạo ra hình ảnh sắc nét và sống động. Thêm vào đó, khả năng mở rộng RAM và lưu trữ đảm bảo Mac Pro có thể đáp ứng mọi nhu cầu công việc của người dùng. Với tính năng tối ưu hóa hiệu suất và khả năng xử lý đồ họa mạnh mẽ, Mac Pro xứng đáng là lựa chọn hàng đầu cho những ai đòi hỏi sức mạnh và sự linh hoạt trong công việc."
670a9f5993162c228c23e362,Labubu,Khác,400000,10,5,0,"Móc khóa Labubu là phụ kiện thời trang dễ thương, được thiết kế với hình dáng nhân vật Labubu đáng yêu, thu hút mọi ánh nhìn. Được làm từ chất liệu cao cấp, móc khóa không chỉ bền bỉ mà còn nhẹ nhàng, dễ dàng mang theo bên mình. Với màu sắc tươi sáng và chi tiết tinh xảo, móc khóa Labubu không chỉ là một vật dụng hữu ích để giữ chìa khóa mà còn là món đồ trang trí phong cách cho túi xách, balo hay ví tiền của bạn. Đây sẽ là món quà lý tưởng cho những tín đồ yêu thích sự dễ thương và sáng tạo."
670a9fb593162c228c23e399,Imac 24inch Retina 4.5k,Thiết bị điện tử,38000000,999988,999988,12,"iMac 24 inch Retina 4.5K là một trong những sản phẩm nổi bật của Apple, sở hữu thiết kế mỏng nhẹ và hiện đại, phù hợp cho mọi không gian làm việc. Màn hình Retina 4.5K với độ phân giải cao mang đến hình ảnh sắc nét, màu sắc sống động, lý tưởng cho các tác vụ đồ họa, chỉnh sửa video và xem phim."
670aa1be93162c228c23e461,Đồng hồ nam,Sắc đẹp,252000,20,4.9,0,"Đồng hồ nam là phụ kiện thời trang không thể thiếu cho phái mạnh, thể hiện phong cách và đẳng cấp của người sử dụng. Với thiết kế đa dạng từ cổ điển đến hiện đại, đồng hồ nam không chỉ giúp người dùng theo dõi thời gian mà còn tôn lên vẻ đẹp của trang phục."
670aa33793162c228c23e4dd,Áo khoác gió,Quần áo,139000,80,5,0,"Áo khoác gió là trang phục lý tưởng cho những ngày thời tiết se lạnh, mang đến sự ấm áp và phong cách năng động. Thiết kế của áo thường nhẹ, dễ dàng gấp gọn và mang theo, phù hợp cho những chuyến đi xa hay hoạt động ngoài trời."
670aa5f35562a7670ee784df,Sạc Apple,Thiết bị điện tử,409000,1250,4.5,0,"Sạc Apple là phụ kiện thiết yếu cho các thiết bị của Apple, bao gồm iPhone, iPad, và MacBook. Với thiết kế tinh tế và chất lượng cao, bộ sạc đảm bảo việc cung cấp năng lượng ổn định và an toàn cho thiết bị của bạn."
670aa7715562a7670ee784fa,Túi xách,Quần áo,100000000,10,5,0,"Túi xách là một phụ kiện thời trang không thể thiếu, không chỉ giúp bạn mang theo đồ dùng cần thiết mà còn thể hiện phong cách cá nhân. Với thiết kế đa dạng từ kiểu dáng, màu sắc đến chất liệu, túi xách có thể phù hợp với nhiều dịp khác nhau, từ đi làm, đi học đến dự tiệc."
670aa8a75562a7670ee7854a,Toner,Sắc đẹp,792000,220,4.8,0,"Toner là một sản phẩm chăm sóc da không thể thiếu trong quy trình làm đẹp, giúp cân bằng độ pH và chuẩn bị cho da hấp thụ tốt hơn các bước dưỡng tiếp theo. Thường được sử dụng sau bước rửa mặt, toner giúp loại bỏ bụi bẩn, dầu thừa và tạp chất còn sót lại trên da, mang lại cảm giác tươi mát và sạch sẽ."
670aa9c15562a7670ee78572,Máy hút bụi cầm tay,Đồ gia dụng,2452000,461,4.4,0,"Máy hút bụi cầm tay là thiết bị tiện lợi giúp dọn dẹp nhà cửa nhanh chóng và dễ dàng. Với thiết kế nhỏ gọn, máy dễ dàng di chuyển và sử dụng trên nhiều bề mặt như sàn nhà, sofa hay trong xe ô tô. Được trang bị động cơ mạnh mẽ và nhiều đầu hút, máy có khả năng loại bỏ bụi bẩn hiệu quả, đồng thời nhiều model còn có bộ lọc HEPA giúp cải thiện không khí. Đây là giải pháp lý tưởng cho việc vệ sinh hàng ngày."
670aaa965562a7670ee78588,Nồi cơm điện Sunhouse 1.8L,Đồ gia dụng,450000,10,4.2,72,"Bếp điện từ, bề mặt kính chịu lực, chịu nhiệt tốt, công suất 2000W, dễ dàng sử dụng và vệ sinh."
6710cf0c0269043f584ab07c,Ấm siêu tốc,Đồ gia dụng,200000,15,4.7,95,"Ấm siêu tốc inox, dung tích 1.8L, công suất 1500W, tự ngắt khi nước sôi."
6710d31c0269043f584ab0aa,Máy xay sinh tố,Đồ gia dụng,300000,8,4.6,63,"Máy xay sinh tố đa năng, công suất 600W, lưỡi dao thép không gỉ, đi kèm cối xay khô và xay đá."
6710d6a90269043f584ab0d5,Lò vi sóng,Đồ gia dụng,1200000,5,4.8,50,"Lò vi sóng có nướng, dung tích 20L, công suất 800W, chức năng rã đông và hẹn giờ."
6710d7130269043f584ab0f4,Quạt điện,Đồ gia dụng,250000,20,4.4,120,"Quạt điện 3 tốc độ, cánh quạt 40cm, điều khiển từ xa, thiết kế nhỏ gọn."
6710d7c50269043f584ab110,Máy ép trái cây,Đồ gia dụng,550000,7,4.5,45,"Máy ép trái cây ly tâm, công suất 700W, cối đựng bã dung tích lớn, dễ vệ sinh."
6710d8750269043f584ab12c,Máy lọc không khí,Đồ gia dụng,1800000,3,4.7,40,"Máy lọc không khí HEPA, loại bỏ 99.97% bụi mịn, công suất 50W, phù hợp phòng 30m²."
6710d9510269043f584ab154,Lò nướng,Đồ gia dụng,4000000,220,4.5,72,"Lò nướng 30L, công suất 1500W, 4 chế độ nướng, hẹn giờ tự động."
6710da010269043f584ab170,Máy rửa chén,Đồ gia dụng,4000000,461,5,95,"Máy rửa chén tự động, dung tích 12 bộ, 6 chương trình rửa, tiết kiệm nước và điện năng."
6710da3d0269043f584ab186,Bàn ủi,Đồ gia dụng,350000,10,4.8,63,"Bàn ủi hơi nước, công suất 1600W, mặt đế chống dính, ủi nhanh và không làm cháy vải."
6710da780269043f584ab199,Máy hút bụi,Đồ gia dụng,1800000,15,4.4,50,"Máy hút bụi công suất 1000W, bộ lọc HEPA, thùng chứa bụi dung tích 2.5L, dây điện dài 5m."
6710daca0269043f584ab1b2,Máy giặt,Đồ gia dụng,5000000,8,4.2,120,"Máy giặt cửa ngang, dung tích 9kg, động cơ Inverter tiết kiệm điện, chế độ giặt nhanh 30 phút."
326710db140269043f584ab1c5,Tủ lạnh,Đồ gia dụng,7000000,5,4.7,45,"Tủ lạnh Inverter, dung tích 320L, ngăn đông mềm, tiết kiệm điện năng."
6710db430269043f584ab1d8,Quạt phun sương,Đồ gia dụng,800000,20,4.6,40,"Quạt phun sương 3 chế độ, dung tích bình chứa nước 2L, điều khiển từ xa."
6710db810269043f584ab1eb,Đèn LED bàn học,Đồ gia dụng,150000,7,4.8,72,"Đèn LED bàn học chống cận, điều chỉnh 3 mức độ sáng, thiết kế gọn nhẹ, tiết kiệm điện."
6710dbc50269043f584ab1fe,Bếp ga,Đồ gia dụng,900000,3,4.4,95,"Bếp ga đôi, mặt kính chịu lực, đánh lửa Magneto, tiết kiệm gas, dễ vệ sinh."
6710dc450269043f584ab21a,Máy sấy tóc,Đồ gia dụng,250000,220,4.5,63,"Máy sấy tóc 2 tốc độ, công suất 1800W, chế độ sấy lạnh, thiết kế nhỏ gọn dễ mang theo."
6710dc870269043f584ab22d,Máy pha cà phê,Đồ gia dụng,1000000,461,4.7,50,"Máy pha cà phê tự động, dung tích 1.2L, chức năng hẹn giờ, pha được nhiều loại cà phê."
6710dcf10269043f584ab243,Máy sấy quần áo,Đồ gia dụng,3500000,10,4.5,120,"Máy sấy quần áo, dung tích sấy 7.5 kg, phù hợp với gia đình từ 3-4 người."
6710de0a0269043f584ab27c,iPhone 13,Thiết bị điện tử,20000000,15,5,45,"iPhone 13 màn hình OLED 6.1 inch, chip A15 Bionic, RAM 4GB, bộ nhớ 128GB, camera kép 12MP, Face ID."
6710de620269043f584ab29b,MacBook Air M1,Thiết bị điện tử,25000000,8,4.8,40,"MacBook Air 13 inch chip M1, RAM 8GB, SSD 256GB, màn hình Retina, pin 18 tiếng."
6710deab0269043f584ab2b1,Samsung Galaxy S21,Thiết bị điện tử,18000000,5,4.4,72,"Samsung Galaxy S21 màn hình 6.2 inch, chip Exynos 2100, RAM 8GB, camera 64MP, pin 4000mAh."
6710defd0269043f584ab2c4,Apple AirPods Pro,Thiết bị điện tử,7000000,20,4.2,95,"Tai nghe không dây Apple AirPods Pro, chống ồn chủ động, thời lượng pin 4.5 tiếng, sạc không dây."
6710df320269043f584ab2d7,Sony WH-1000XM4,Thiết bị điện tử,5000000,7,4.7,63,"Tai nghe chống ồn Sony WH-1000XM4, âm thanh Hi-Res, thời lượng pin 30 giờ, sạc nhanh USB-C."
446710df7e0269043f584ab2ea,Dell XPS 13,Thiết bị điện tử,7000000,3,4.6,50,"Laptop Dell XPS 13 màn hình 13.4 inch, chip Intel Core i7, RAM 16GB, SSD 512GB, Windows 11."
456710dfb80269043f584ab2fd,Samsung Galaxy Watch 4,Thiết bị điện tử,800000,15,4.8,120,"Đồng hồ thông minh Samsung Galaxy Watch 4, theo dõi sức khỏe, đo ECG, màn hình AMOLED, chống nước IP68."
671146780269043f584ab394,GoPro Hero 10,Thiết bị điện tử,150000,8,4.4,45,"Máy quay hành trình GoPro Hero 10, quay video 5.3K 60fps, chống rung HyperSmooth 4.0, chống nước 10m."
671146b40269043f584ab3a7,Apple iPad Pro 12.9,Thiết bị điện tử,900000,5,4.5,40,"iPad Pro 12.9 inch (2021) màn hình Liquid Retina XDR, chip M1, RAM 8GB, bộ nhớ 256GB, hỗ trợ Apple Pencil."
671146f90269043f584ab3ba,Sony PlayStation 5,Thiết bị điện tử,250000,20,4.7,95,"Máy chơi game Sony PlayStation 5, ổ cứng SSD 825GB, chơi game 4K 120fps, hỗ trợ Ray-Tracing."
6711473f0269043f584ab3cd,Xiaomi Mi 11,Thiết bị điện tử,1000000,7,4.2,63,"Điện thoại Xiaomi Mi 11 màn hình AMOLED 6.81 inch, chip Snapdragon 888, RAM 8GB, camera 108MP."
671148350269043f584ab3e6,Apple MacBook Pro 14,Thiết bị điện tử,3500000,3,4.7,50,"MacBook Pro 14 inch (2021), chip M1 Pro, RAM 16GB, SSD 512GB, màn hình Liquid Retina XDR, 14 tiếng pin."
671149dc0269043f584ab3fc,Asus ROG Strix G15,Thiết bị điện tử,20000000,220,4.6,120,"Laptop gaming Asus ROG Strix G15, màn hình 15.6 inch 300Hz, chip AMD Ryzen 9, RAM 32GB, RTX 3070."
67114a2a0269043f584ab412,Canon EOS R5,Thiết bị điện tử,25000000,461,4.8,45,"Máy ảnh Canon EOS R5, cảm biến 45MP, quay video 8K, hệ thống chống rung 5 trục, lấy nét Dual Pixel CMOS AF."
67114a780269043f584ab428,Bose QuietComfort 45,Thiết bị điện tử,18000000,10,4.4,40,"Tai nghe không dây Bose QuietComfort 45, chống ồn chủ động, âm thanh chất lượng cao, thời lượng pin 24 giờ."
67114ae80269043f584ab444,LG OLED TV 55 inch CX,Thiết bị điện tử,7000000,15,4.5,72,"TV LG OLED 55 inch, độ phân giải 4K, hỗ trợ HDR10, Dolby Vision, hệ điều hành WebOS, điều khiển bằng giọng nói."
67114b330269043f584ab457,DJI Mavic Air 2,Thiết bị điện tử,7000000,8,4.7,95,"Flycam DJI Mavic Air 2, quay video 4K, cảm biến 1/2 inch, thời gian bay 34 phút, chống va chạm."
67114b960269043f584ab470,Microsoft Surface Laptop 4,Thiết bị điện tử,8000000,5,4.2,63,"Microsoft Surface Laptop 4, màn hình 13.5 inch, chip Intel Core i7, RAM 16GB, SSD 512GB, pin 19 giờ."
67114c4b0269043f584ab489,Samsung Galaxy Buds Pro,Thiết bị điện tử,1500000,20,4.7,50,"Tai nghe không dây Samsung Galaxy Buds Pro, chống ồn chủ động, âm thanh AKG, thời lượng pin 8 giờ."
67114cf30269043f584ab4a5,HP Spectre x360 14,Thiết bị điện tử,49000000,7,4.6,120,"Laptop HP Spectre x360 14, màn hình OLED 3K, chip Intel Core i7, RAM 16GB, SSD 1TB, pin 13 tiếng."
67114d6a0269043f584ab4bb,Apple Watch Series 7,Thiết bị điện tử,7990000,3,4.8,45,"Đồng hồ thông minh Apple Watch Series 7, màn hình Always-On Retina, chống nước, đo oxy trong máu, pin 18 giờ."
67114db20269043f584ab4ce,Google Pixel 6,Thiết bị điện tử,4000000,3,4.4,40,"Điện thoại Google Pixel 6, màn hình 6.4 inch AMOLED, chip Google Tensor, RAM 8GB, camera 50MP, pin 4600mAh."
67114e130269043f584ab4f0,OnePlus 9 Pro,Thiết bị điện tử,1050000,220,4.5,95,"Điện thoại OnePlus 9 Pro, màn hình 6.7 inch Fluid AMOLED, chip Snapdragon 888, RAM 12GB, camera Hasselblad 48MP."
67114e590269043f584ab503,Sony Alpha 7 III,Thiết bị điện tử,1240000,461,4.7,63,"Máy ảnh Sony Alpha 7 III, cảm biến 24.2MP, quay video 4K, hệ thống lấy nét 693 điểm, chụp liên tục 10fps."
67114e9f0269043f584ab516,Microsoft Xbox Series X,Thiết bị điện tử,1430000,10,4.7,50,"Máy chơi game Microsoft Xbox Series X, ổ cứng 1TB SSD, chơi game 4K 120fps, hỗ trợ Ray-Tracing."
67114eec0269043f584ab52f,Razer Blade 15 Advanced,Thiết bị điện tử,16200000,15,4.2,120,"Laptop gaming Razer Blade 15, màn hình 15.6 inch QHD 240Hz, chip Intel Core i7, RAM 32GB, RTX 3080."
67114f320269043f584ab542,Apple iMac 24 inch M1,Thiết bị điện tử,18100000,8,4.7,45,"Máy tính để bàn Apple iMac 24 inch (2021), chip M1, RAM 8GB, SSD 256GB, màn hình Retina 4.5K."
67114f850269043f584ab555,Lenovo Legion 7,Thiết bị điện tử,20000000,5,4.6,40,"Laptop gaming Lenovo Legion 7, màn hình 16 inch 165Hz, chip AMD Ryzen 9, RAM 32GB, RTX 3080."
67114fcf0269043f584ab56e,Oculus Quest 2,Thiết bị điện tử,2190000,20,4.8,95,"Kính thực tế ảo Oculus Quest 2, màn hình 1832x1920, bộ nhớ trong 256GB, không cần máy tính kết nối."
671150090269043f584ab587,Garmin Forerunner 945,Thiết bị điện tử,2380000,220,4.4,63,"Đồng hồ thể thao Garmin Forerunner 945, GPS, theo dõi nhịp tim, VO2 Max, thời lượng pin 36 giờ chạy GPS."
6711516a0269043f584ab5ae,Apple iMac 24 inch M1 (2021),Thiết bị điện tử,2000000,461,4.5,50,"Máy tính để bàn Apple iMac 24 inch (2021), chip M1, RAM 8GB, SSD 256GB, màn hình Retina 4.5K."
6711519a0269043f584ab5c4,Áo Khoác Nữ Burberry Trench Coat Màu Be Size 2UK,Quần áo ,200000,10,4.7,120,"Áo Khoác Nữ Burberry Trench Coat Màu Be thiết kế trẻ trung, kiểu dáng hiện đại đến từ thương hiệu Burberrry nổi tiếng của nước Anh. Với chiếc áo khoác thời trang này bạn dễ dàng kết hợp với các trang phục khác nhau để trở nên nổi bật hơn."
6711528a0269043f584ab5da,Áo Khoác Nữ Burberry In Black 8092519 1002 Màu Đen,Quần áo ,20000000,15,4.2,45,"Áo Khoác Nữ Burberry In Black 8092519 1002 Màu Đen thiết kế trẻ trung, kiểu dáng hiện đại đến từ thương hiệu Burberrry nổi tiếng của nước Anh. Mẫu áo thời trang được làm từ chất liệu cao cấp, vải mềm mịn và giữ ấm tốt, mang lại sự thoải mái cho người mặc. "
671154230269043f584ab612,Áo Khoác Nữ Badblood W-KNT24-006 Crochet Knit MA-1,Quần áo ,25000000,8,4.7,40,"Áo Khoác Nữ Badblood W-KNT24-006 Crochet Knit MA-1 Black Màu Đen là mẫu áo thời trang đến từ thương hiệu Badblood Hàn Quốc. Mẫu áo được thiết kế trẻ trung, sành điệu cùng chất liệu cao cấp mang đến cho bạn phong cách thời trang cuốn hút trước đám đông."
671154780269043f584ab625,Áo Polo Nữ SMFK Black With Logo Embroidered UT019BB,Quần áo ,18000000,5,4.6,72,"Áo Polo Nữ SMFK Black With Logo Embroidered UT019BB Màu Đen là chiếc áo dành cho nữ đến từ thương hiệu SMFK nổi tiếng. Áo thiết kế thời trang với họa tiết được thiết kế nổi bật, mang đến cho người mặc sự trẻ trung, sành điệu"
671154d30269043f584ab638,Áo Khoác Nữ Burberry Frankby Quilted Jacket Màu Xanh Bộ Đội,Quần áo ,7000000,20,4.8,95,"Áo Khoác Nữ Burberry Frankby Quilted Jacket Màu Xanh Bộ Đội thiết kế trẻ trung, kiểu dáng hiện đại đến từ thương hiệu Burberrry nổi tiếng của nước Anh. Với chiếc áo khoác thời trang này bạn dễ dàng kết hợp với các trang phục khác nhau để trở nên nổi bật hơn."
671155540269043f584ab64b,Mũ Adidas 3-Stripes Baseball Twill Cap HN1037,Quần áo ,7000000,220,4.4,63,"Mũ Adidas 3-Stripes Baseball Twill Cap HN1037 Màu Xanh Navy là chiếc mũ thời trang được thiết kế vừa trẻ trung, hiện đại, với gam màu thanh lịch đến từ thương hiệu Adidas nổi tiếng. Mũ Adidas HN1037 được làm từ chất liệu có độ bền cao, thấm hút ẩm tốt, giúp bạn thoải mái khi sử dụng."
671155e80269043f584ab65e,Dép Adidas Adilette Comfort FX4293,Giày dép,800000,461,4.5,50,"Dép Adidas Adilette Comfort FX4293 Màu Đen là chiếc dép cao su cao cấp đến từ thương hiệu thời trang nổi tiếng Adidas của Đức. Ngay từ khi có mặt trên thị trường, đôi dép được nhiều tín đồ săn đón."
671156380269043f584ab671,Dép Puma Cool Cat 2.0 Black 389111,Giày dép,150000,10,4.7,120,Dép Puma Cool Cat 2.0 Black 389111 02 Màu Đen là sản phẩm đến từ thương hiệu thời trang nổi tiếng Puma của Đức. Đôi dép sở hữu kiểu dáng đẹp mắt cùng gam màu ấn tượng nên được nhiều nhiều bạn trẻ yêu thích và săn đón.
671156a40269043f584ab684,Dép Adidas Adilette Slides ID5795,Giày dép,1800000,15,4.2,45,"Dép Adidas Adilette Slides ID5795 Màu Đen là sản phẩm đến từ thương hiệu Adidas nổi tiếng của Đức. Đôi dép thiết kế hiện đại năng động, chất liệu cao cấp mang đến phong cách trẻ trung và thoải mái."
671156e40269043f584ab697,Mũ MLB Shadow Adjustable Cap New York Yankees,Quần áo ,4000000,8,4.7,40,"Mũ MLB Shadow Adjustable Cap New York Yankees màu đen là chiếc mũ thời trang cao cấp tới từ thương hiệu MLB Hàn Quốc. Mũ MLB là một sản phẩm đang được rất nhiều người săn đón bởi nó mang vẻ đẹp trẻ trung, hiện đại, cho người dùng thể hiện được phong cách, cá tính của mình."
671157240269043f584ab6aa,Mũ MLB New York Yankees Adjustable Hat In Black With Flower Pattern,Quần áo ,4000000,5,4.6,96,"Mũ MLB New York Yankees Adjustable Hat In Black With Flower Pattern là chiếc nón thời trang thuộc thương hiệu MLB nổi tiếng.  Với thiết kế trẻ trung, hiện đại Mũ MLB New York Yankees đang là sản phẩm được các bạn trẻ yêu thích."
671157eb0269043f584ab6c6,Giày Thể Thao Nam Lacoste G ELITE Men's Synthetic 45SMA0012,Giày dép,3500000,20,4.8,0,"Giày Thể Thao Nam Lacoste G ELITE Men's Synthetic 45SMA0012 Màu Xanh Đen là sản phẩm đến từ thương hiệu Lacoste nổi tiếng. Đôi giày được thiết kế với phong cách trẻ trung, khỏe khoắn cùng chất liệu cao cấp có độ bền cao."
6711583e0269043f584ab6e9,Giày Thể Thao Nam Lacoste Men’s Graphic Print T-Clip Trainers,Giày dép,1800000,220,4.4,6,"Giày Thể Thao Nam Lacoste Men’s Graphic Print T-Clip Trainers 46SMA0070 Màu Trắng Phối Xanh Navy là sản phẩm đến từ thương hiệu Lacoste nổi tiếng. Đôi giày được thiết kế với phong cách trẻ trung, khỏe khoắn cùng chất liệu cao cấp có độ bền cao."
671158900269043f584ab6ff,Giày Thể Thao Nam Lacoste L006 Leather Trainers 44SMA0021,Giày dép,5000000,461,4.5,21,"Giày Thể Thao Nam Lacoste L006 Leather Trainers 44SMA0021 Màu Trắng sở hữu kiểu dáng thời trang, hiện đại đến từ thương hiệu Lacoste nổi tiếng. Đôi giày Lacoste 44SMA0021 hoàn hảo về kiểu dáng và chất lượng được đón nhận và yêu thích. "
671158dc0269043f584ab712,Giày Cao Gót Nữ Pedro Icon Leather Pointed Toe Slingback Heels Chalk,Giày dép,7000000,10,4.7,32,"Giày Cao Gót Pedro Icon Leather Pointed Toe Slingback Heels Chalk PW1-26680024 Màu Trắng sở hữu kiểu dáng siêu phong cách là mẫu giày mới của thương hiệu Pedro nổi tiếng. Đôi giày được thiết kế với form dáng bắt mắt, hiện đại và phù hợp với cô gái sành điệu, nữ tính."
6711591f0269043f584ab725,Giày Tây Nam Duca Di Morrone FILIBERTO-VERN-AI_NERO,Giày dép,800000,15,4.2,15,Giày Tây Nam Duca Di Morrone FILIBERTO-VERN-AI_NERO Màu Đen là mẫu giày dành cho đấng mày râu đến từ thương hiệu Duca Di Morrone. Đối với nam giới giày tây là một trong những phụ kiện không thể thiếu. 
6711597c0269043f584ab73b,Giày Thể Thao Nike Air Jordan 1 Low White Wolf Grey DC0774-105,Giày dép,800000,8,4.7,22,"Giày Thể Thao Nike Air Jordan 1 Low White Wolf Grey DC0774-105 Màu Trắng Xám thiết kế đẹp mắt, kiểu dáng hiện đại đến từ thương hiệu Nike nổi tiếng. Với đôi giày thời trang này chắc chắn bạn sẽ trở nên nổi bật và cuốn hút hơn."
671159be0269043f584ab74e,Giày Bệt Michael Kors Mk Fulton Signature Brown Stud,Giày dép,150000,5,4.6,221,Giày Bệt Michael Kors Mk Fulton Signature Brown Stud Màu Nâu là đôi giày thời trang dành cho nữ đến từ thương hiệu Michael Kors nổi tiếng. Đôi giày được làm từ chất liệu cao cấp đi lên chân rất thoải mái.
671159eb0269043f584ab761,Nước Hoa Nam Armaf Club De Nuit Intense Man,Sắc đẹp,900000,20,4.8,2,"Armaf Club De Nuit Intense Man EDT 105ml là dòng nước hoa nam nổi tiếng đến từ thương hiệu Armaf, với mùi hương đầy nam tính và cuốn hút. Sản phẩm này nổi bật nhờ sự pha trộn tinh tế giữa các nốt hương mạnh mẽ và thanh lịch, tạo nên một dấu ấn đặc trưng dành cho những quý ông hiện đại. Với khả năng tỏa hương xa và lưu hương lâu, nước hoa này đã trở thành lựa chọn hàng đầu của rất nhiều người yêu thích nước hoa trên thế giới."
